id,name,subject,teacher_id,code,description,created_at
ea099899-2a68-4868-b1f0-2e77a2f4bc1b,"Demo Psychology Section 136",Psychology,393d1f7a-7933-45d6-ae60-d630119d1f9e,DCL0136,"Synthetic class generated for school presentation data.",2024-10-11
67051c45-9cf6-4adf-b172-daabfa1e1785,"Demo Accounting Section 137",Accounting,a070b6d2-5dc8-4f15-bf0f-1d413ba9cc03,DCL0137,"Synthetic class generated for school presentation data.",2024-10-13
cc8e5851-57a5-4315-b890-cbc09f5f698a,"Demo Biology Section 138",Biology,837d5b61-eb7b-4330-a62d-f2140a907908,DCL0138,"Synthetic class generated for school presentation data.",2024-10-15
43dad213-32b1-4eb6-8f05-e3b9ccdddd86,"Demo Business Section 139",Business,634b50fb-4d1e-4528-a157-6535eba4c81d,DCL0139,"Synthetic class generated for school presentation data.",2024-10-17
4891ace6-eee7-413f-b59d-29551ac64c69,"Demo Chemistry Section 140",Chemistry,38e6c503-5244-4f40-aaf9-dff20e24a9d8,DCL0140,"Synthetic class generated for school presentation data.",2024-10-19
e3701069-fa6b-4248-9b21-4ca120b79490,"Demo Civil Engineering Section 141","Civil Engineering",4b91bfe2-1f2f-4dfd-9d9d-d5bfe95cc7d7,DCL0141,"Synthetic class generated for school presentation data.",2024-10-21
20c96005-c617-4950-aad6-b8df50e5d9f5,"Demo Computer Science Section 142","Computer Science",edc99b2d-2772-415a-969b-2fc5b300a332,DCL0142,"Synthetic class generated for school presentation data.",2024-10-23
c57ea2e9-4952-4a99-8bc0-85c3b03b9a1a,"Demo Economics Section 143",Economics,a8223d0a-ff53-436c-a7a1-9b5b670e0577,DCL0143,"Synthetic class generated for school presentation data.",2024-10-25
e0c91319-5721-41d9-914d-992a6150c825,"Demo Engineering Section 144",Engineering,037136cd-0f9b-43bd-86d2-7f167e1545e2,DCL0144,"Synthetic class generated for school presentation data.",2024-10-27
8510f5b1-1fdb-456c-aab4-7d1b868a3299,"Demo History Section 145",History,53708d4f-93af-45b8-b691-502fd6434d48,DCL0145,"Synthetic class generated for school presentation data.",2024-10-29
2a9f2345-14f7-41e3-aa21-47f341308c73,"Demo Information Technology Section 146","Information Technology",7a598902-24e7-4641-89f5-f7224d1c826b,DCL0146,"Synthetic class generated for school presentation data.",2024-10-31
9e2b2fc8-aab0-460a-a942-f1fe78447580,"Demo Literature Section 147",Literature,1ee77759-8f81-4429-b170-f7138d70bff7,DCL0147,"Synthetic class generated for school presentation data.",2024-11-02
67b2c1a3-70bc-4bb4-bc7b-e7547bda7ef6,"Demo Marketing Section 148",Marketing,37dd6ce1-7ec6-4dc0-86ec-fc79564f22cb,DCL0148,"Synthetic class generated for school presentation data.",2024-11-04
7b195660-d008-4cd0-9fa9-a25f41666495,"Demo Mathematics Section 149",Mathematics,58ddbb5d-f786-4c05-8ac8-05e82086e71c,DCL0149,"Synthetic class generated for school presentation data.",2024-11-06
8b88aa18-0f4f-4954-802c-08671d7d0fa8,"Demo Mechanical Engineering Section 150","Mechanical Engineering",915bff59-62d2-435a-88eb-747d87359063,DCL0150,"Synthetic class generated for school presentation data.",2024-11-08
89ca31a1-8ab6-420d-8e7e-1665879d34a8,"Demo Physics Section 151",Physics,3324c538-d618-4c04-af68-a19808ca1068,DCL0151,"Synthetic class generated for school presentation data.",2024-11-10
533991fd-9961-462d-bdbe-540eddaa6321,"Demo Political Science Section 152","Political Science",8c4c9203-3da4-4c1b-bbce-b611f69bc6e7,DCL0152,"Synthetic class generated for school presentation data.",2024-11-12
a78d60bd-67bc-4cb2-9b6d-adda23dc2277,"Demo Psychology Section 153",Psychology,fca6e511-a6aa-4719-ace2-ebcbbb9b3f2b,DCL0153,"Synthetic class generated for school presentation data.",2024-11-14
f0934e8f-9ba5-47cc-8957-892160506b01,"Demo Accounting Section 154",Accounting,6fb259e1-78f5-49e5-8875-3de3c562e68f,DCL0154,"Synthetic class generated for school presentation data.",2024-11-16
e907afab-99b8-4e8c-a259-93e9ec3c7d01,"Demo Biology Section 155",Biology,38b58542-6ef0-426c-a0fe-87b340aa9bba,DCL0155,"Synthetic class generated for school presentation data.",2024-11-18
beb8dc89-b370-4a38-a900-335adf628a45,"Demo Business Section 156",Business,c7d360e0-7597-4b82-859a-4d84987f6fe9,DCL0156,"Synthetic class generated for school presentation data.",2024-11-20
a4c2e09d-951a-4a3d-ae35-71368e151cd9,"Demo Chemistry Section 157",Chemistry,008826db-1c35-4690-8b16-7e009ee51cab,DCL0157,"Synthetic class generated for school presentation data.",2024-11-22
edefc3de-80c1-45b7-b054-e3b1e965482a,"Demo Civil Engineering Section 158","Civil Engineering",efd61ae9-5b90-4c4a-afb8-f389db47f37b,DCL0158,"Synthetic class generated for school presentation data.",2024-11-24
2e0b2c3a-3168-4393-99d2-7594c72d02ae,"Demo Computer Science Section 159","Computer Science",a6b1aaab-6196-4f25-a75a-5bb17f15f401,DCL0159,"Synthetic class generated for school presentation data.",2024-11-26
ce98a542-811c-4c05-9b86-1219eeb6455e,"Demo Economics Section 160",Economics,1d7b5b80-d40a-4739-9d08-e1a7352b0cb1,DCL0160,"Synthetic class generated for school presentation data.",2024-11-28
d5c46fb9-550c-4d1e-8812-79b311356d83,"Demo Engineering Section 161",Engineering,2012fce5-0433-41d3-bc4c-6cb63c7ee00b,DCL0161,"Synthetic class generated for school presentation data.",2024-11-30
1f20d7cb-ad98-4de4-8112-1bc4f0c6088f,"Demo History Section 162",History,3fc6bc10-fd53-44d5-8d34-1e3141add13a,DCL0162,"Synthetic class generated for school presentation data.",2024-12-02
4df9b673-c08a-4807-a35c-e20a6a310f5f,"Demo Information Technology Section 163","Information Technology",1ce78530-8f16-45a5-9531-64904d55fce2,DCL0163,"Synthetic class generated for school presentation data.",2024-12-04
9206cdd1-67b1-455f-b9ac-6cffd264bca2,"Demo Literature Section 164",Literature,0dde36b3-051a-417c-bb4a-8005fee6df09,DCL0164,"Synthetic class generated for school presentation data.",2024-12-06
b1d8437c-063d-4083-9621-d3a9393ac5b2,"Demo Marketing Section 165",Marketing,2984a405-b936-4b17-91f2-24c1a3daf172,DCL0165,"Synthetic class generated for school presentation data.",2024-12-08
5fab091c-acbf-41c2-9bde-8276c81195e0,"Demo Mathematics Section 166",Mathematics,cbb1e63a-c48b-45d8-bd25-f024f044a6ef,DCL0166,"Synthetic class generated for school presentation data.",2024-12-10
5d858845-8d8c-4cb9-978e-42b6bb3c025d,"Demo Mechanical Engineering Section 167","Mechanical Engineering",bcdf9a6b-3430-4349-95a6-fc01d3b16413,DCL0167,"Synthetic class generated for school presentation data.",2024-12-12
dc96700d-f67e-4861-a629-c5c9bcf218fe,"Demo Physics Section 168",Physics,2c955b64-4ef2-483d-a44a-8a769d29787d,DCL0168,"Synthetic class generated for school presentation data.",2024-12-14
8603da84-ed6c-4e3c-9b04-5fec6a4242f3,"Demo Political Science Section 169","Political Science",c2a46866-1f88-4746-90d9-806de7a9643d,DCL0169,"Synthetic class generated for school presentation data.",2024-12-16
97bfbcf8-6463-4fe3-a03c-b1faf2a2487e,"Demo Psychology Section 170",Psychology,f4538667-141f-49ff-9c6d-1783ff71ee7e,DCL0170,"Synthetic class generated for school presentation data.",2024-12-18
56c45de8-0fee-461a-9d66-8cac638bd324,"Demo Accounting Section 171",Accounting,452fa619-41fb-43c6-9e4d-af95577e369c,DCL0171,"Synthetic class generated for school presentation data.",2024-12-20
3fab1987-afd6-4ec3-8eda-51edb3f79293,"Demo Biology Section 172",Biology,ede684e0-3772-44d9-9a48-c591e883e147,DCL0172,"Synthetic class generated for school presentation data.",2024-12-22
6e818ab5-6315-4774-8edb-1585075e79b6,"Demo Business Section 173",Business,e434b478-eb5f-400d-aa7c-4ee7cfc46b74,DCL0173,"Synthetic class generated for school presentation data.",2024-12-24
bd0c2112-2af7-471d-8475-5eb16f3efd7f,"Demo Chemistry Section 174",Chemistry,cecbea98-afe7-438c-8c76-cd1e98232651,DCL0174,"Synthetic class generated for school presentation data.",2024-12-26
4fa07e5e-3cee-425f-8655-d68809d2be5c,"Demo Civil Engineering Section 175","Civil Engineering",601a66af-a5ec-47cf-a0b4-2b7321b44194,DCL0175,"Synthetic class generated for school presentation data.",2024-12-28
07889af1-b849-48e7-91be-12e0dac79767,"Demo Computer Science Section 176","Computer Science",5b2099a9-232d-46ca-bbce-096c7ffc9454,DCL0176,"Synthetic class generated for school presentation data.",2024-12-30
7170a45d-58b0-4ee8-a533-82a04a721e2e,"Demo Economics Section 177",Economics,6cf0a646-23fc-4086-aa8e-9ba0abcd9767,DCL0177,"Synthetic class generated for school presentation data.",2025-01-01
e1b2d2a5-1ed0-4f2e-8304-c43ce52a0d60,"Demo Engineering Section 178",Engineering,5f6e86d0-c375-4913-8a4a-985ba53049f2,DCL0178,"Synthetic class generated for school presentation data.",2025-01-03
4cf8858d-4a5e-403b-a994-b147cc274381,"Demo History Section 179",History,77ca80ed-0cf7-4a69-9e32-df1e3ed9b317,DCL0179,"Synthetic class generated for school presentation data.",2025-01-05
9573c936-d003-4265-a2e2-271ccc3b3649,"Demo Information Technology Section 180","Information Technology",9112caf4-5324-4355-8d99-b7a55f723649,DCL0180,"Synthetic class generated for school presentation data.",2025-01-07
96f2698c-6406-4aac-9c5b-fa0aec062dbe,"Demo Literature Section 181",Literature,e2fd0913-bd4b-43d0-a6a6-e70d21be23b0,DCL0181,"Synthetic class generated for school presentation data.",2025-01-09
ea5eb9ec-27f2-4404-9c97-18bcc16707cf,"Demo Marketing Section 182",Marketing,16950529-d701-4d89-b6eb-a3a06427c741,DCL0182,"Synthetic class generated for school presentation data.",2025-01-11
03673d6e-b5a7-42f3-a255-daa0071807d8,"Demo Mathematics Section 183",Mathematics,54d0f71c-3d60-4d02-8538-9349542de908,DCL0183,"Synthetic class generated for school presentation data.",2025-01-13
56126b85-e477-4c9c-97a2-7b4b509af074,"Demo Mechanical Engineering Section 184","Mechanical Engineering",4f496d19-495d-4e06-bd79-81c420dc5af6,DCL0184,"Synthetic class generated for school presentation data.",2025-01-15
0e15d2ec-1011-42c2-8a90-fbe0e9ada30c,"Demo Physics Section 185",Physics,2f63a361-f6f0-4ced-8eb5-2e71e9f4b476,DCL0185,"Synthetic class generated for school presentation data.",2025-01-17
a6bafb71-ff55-4801-b908-8c50414dfb89,"Demo Political Science Section 186","Political Science",89d900af-d99c-4b92-b1ab-1eb2e41b7320,DCL0186,"Synthetic class generated for school presentation data.",2025-01-19
716486c0-67be-40bd-86ca-56cdfc807e8d,"Demo Psychology Section 187",Psychology,447a08c8-7683-4545-b8f4-a2f88906445d,DCL0187,"Synthetic class generated for school presentation data.",2025-01-21
006c1305-a915-411a-9043-b31311c47170,"Demo Accounting Section 188",Accounting,5f73862f-6758-4b4b-922f-2da0c24a2080,DCL0188,"Synthetic class generated for school presentation data.",2025-01-23
419d7be5-bc4d-48bd-a7e3-549f607a01d2,"Demo Biology Section 189",Biology,114f753f-8059-4abe-858b-f413b70d0d94,DCL0189,"Synthetic class generated for school presentation data.",2025-01-25
b21cfbd3-967f-4fbf-970e-2deb2f22fb80,"Demo Business Section 190",Business,ceef6469-094c-4c49-8e06-ac27e988a6a4,DCL0190,"Synthetic class generated for school presentation data.",2025-01-27
d9a192b1-1fd6-4f85-8462-e90f91ef753e,"Demo Chemistry Section 191",Chemistry,a9f6d24e-7efc-47c0-af1d-8d5409eb976b,DCL0191,"Synthetic class generated for school presentation data.",2025-01-29
4846b026-b205-4ed3-a3ff-1bceadf2a214,"Demo Civil Engineering Section 192","Civil Engineering",9c33dc3b-cb66-467f-8169-fb9c0a03dc19,DCL0192,"Synthetic class generated for school presentation data.",2025-01-31
ab85caf4-26ff-40ee-ad7c-985f94cfa901,"Demo Computer Science Section 193","Computer Science",4d98d403-7ee1-44b0-9f96-20454dd4bbf6,DCL0193,"Synthetic class generated for school presentation data.",2025-02-02
f3111045-7964-4d61-b357-9459e2309d51,"Demo Economics Section 194",Economics,75ae0915-1fd6-4b85-bdf8-0771d3f92626,DCL0194,"Synthetic class generated for school presentation data.",2025-02-04
05e84717-4ec4-48b6-872d-100fba9bf7e2,"Demo Engineering Section 195",Engineering,6e4d289e-9e56-4814-aa00-2f9d7867c145,DCL0195,"Synthetic class generated for school presentation data.",2025-02-06
4b6926cc-89b7-457f-b5f3-9baa87029084,"Demo History Section 196",History,e47caeac-5326-4094-a3d4-477d539b86df,DCL0196,"Synthetic class generated for school presentation data.",2025-02-08
7b1999e3-4630-4e29-a9fa-111204720da4,"Demo Information Technology Section 197","Information Technology",c2c06446-c35b-4b63-830b-68fd37b69179,DCL0197,"Synthetic class generated for school presentation data.",2025-02-10
f1229e7c-778b-4934-99b0-845d45aa43f5,"Demo Literature Section 198",Literature,ad242426-f4c6-4c57-8f9c-4d4a377d4b2e,DCL0198,"Synthetic class generated for school presentation data.",2025-02-12
bd4f6aa8-b250-4d5f-831e-0a54633d0294,"Demo Marketing Section 199",Marketing,48e22728-5b85-464f-b833-8aea82623a35,DCL0199,"Synthetic class generated for school presentation data.",2025-02-14
5d570c47-ce8c-46d8-afb2-77ef23ce50b5,"Demo Mathematics Section 200",Mathematics,b83b3488-207f-4ff7-9ca1-7bde25b71936,DCL0200,"Synthetic class generated for school presentation data.",2025-02-16
bf31686d-ea02-4e14-a307-119769620837,"Demo Mechanical Engineering Section 201","Mechanical Engineering",6303f387-914b-4174-8f3e-065b113e87db,DCL0201,"Synthetic class generated for school presentation data.",2025-02-18
c0f2c4d9-1e6e-45b5-9047-f5bcfe924f43,"Demo Physics Section 202",Physics,899b2d89-3bbd-48fa-81ec-96e80e71d868,DCL0202,"Synthetic class generated for school presentation data.",2025-02-20
a0d1a31e-5603-42ed-b294-22758bbd611f,"Demo Political Science Section 203","Political Science",3cd7e78a-8e83-4313-82a0-1cb477c878e0,DCL0203,"Synthetic class generated for school presentation data.",2025-02-22
79976812-cef8-4188-a6a2-144763fd8333,"Demo Psychology Section 204",Psychology,99107fa4-0a03-4465-9e14-6443db1650d2,DCL0204,"Synthetic class generated for school presentation data.",2025-02-24
ac2b0fe5-fb6d-4cfe-909f-573a16e41158,"Demo Accounting Section 205",Accounting,9e71d4bc-bfbc-4006-9750-316ed5fe333e,DCL0205,"Synthetic class generated for school presentation data.",2025-02-26
2fa163d2-96fe-4599-93bf-b1e13bea08c0,"Demo Biology Section 206",Biology,6155ea6c-70ca-4267-88e9-839a62d06161,DCL0206,"Synthetic class generated for school presentation data.",2025-02-28
e361ca0c-efc5-4074-a544-3cacf1bb19f0,"Demo Business Section 207",Business,92083e04-065b-466f-94dc-897ea1397fe6,DCL0207,"Synthetic class generated for school presentation data.",2025-03-02
82508eae-3cb8-49cc-ae5a-66ec88016408,"Demo Chemistry Section 208",Chemistry,b412f77e-2e29-4e1a-89ce-913ff66abd1e,DCL0208,"Synthetic class generated for school presentation data.",2025-03-04
03118dd2-1541-4b5c-b934-03ba1d564f98,"Demo Civil Engineering Section 209","Civil Engineering",4bc6e387-7d36-4c29-b5e7-4db6bf467a28,DCL0209,"Synthetic class generated for school presentation data.",2025-03-06
62cd9bba-7005-4c40-b5ca-a475da0d92e6,"Demo Computer Science Section 210","Computer Science",43d80690-1b48-4432-bfb7-309b563e1195,DCL0210,"Synthetic class generated for school presentation data.",2025-03-08
bbb038a6-9e34-4e5f-8137-7343182f6acb,"Demo Economics Section 211",Economics,489bc58d-5b6f-49ad-8bb9-cb8b621c13d7,DCL0211,"Synthetic class generated for school presentation data.",2024-01-15
87dfb0a1-7609-4210-87e9-8a1d8437285a,"Demo Engineering Section 212",Engineering,47cad914-ef09-4e20-9f1f-fedc0d4b5f9d,DCL0212,"Synthetic class generated for school presentation data.",2024-01-17
68a7eb4a-cd42-42bf-9599-b112696a15a5,"Demo History Section 213",History,f8597118-4037-42ea-a506-77510bb352cb,DCL0213,"Synthetic class generated for school presentation data.",2024-01-19
54b195ae-f131-466e-b025-5b369382ac12,"Demo Information Technology Section 214","Information Technology",34545ed2-0970-47ec-9b56-a6f6ce24d758,DCL0214,"Synthetic class generated for school presentation data.",2024-01-21
ab77dab3-224e-4f54-9543-b93730534303,"Demo Literature Section 215",Literature,7851b116-68b6-4248-94b1-d9b675d89bdb,DCL0215,"Synthetic class generated for school presentation data.",2024-01-23
a956d12c-0a9a-4220-9cd8-0c884b81d4c5,"Demo Marketing Section 216",Marketing,00e888b9-a6a5-4288-8e4f-e15546ce36f9,DCL0216,"Synthetic class generated for school presentation data.",2024-01-25
08425432-30cd-4734-9259-b6fec4152cf9,"Demo Mathematics Section 217",Mathematics,4e567472-a8ee-4c1f-99b8-8d6bbb2d2b76,DCL0217,"Synthetic class generated for school presentation data.",2024-01-27
659bd4a0-afe2-45a4-b364-2c9e6734ef30,"Demo Mechanical Engineering Section 218","Mechanical Engineering",175edd14-3421-49e8-b1fa-76764b8b10cf,DCL0218,"Synthetic class generated for school presentation data.",2024-01-29
f94eb4b6-7339-4043-aedf-1ff7a906b6dd,"Demo Physics Section 219",Physics,57e053cc-b444-49a6-9971-87542a4d8416,DCL0219,"Synthetic class generated for school presentation data.",2024-01-31
70435147-5509-4a83-a41e-38815617bd0f,"Demo Political Science Section 220","Political Science",2c53b76d-3ed9-4649-b140-d3555f9a090c,DCL0220,"Synthetic class generated for school presentation data.",2024-02-02
1bb4b779-9334-40bf-9d0a-b336ce325688,"Demo Psychology Section 221",Psychology,3ed2069d-55c5-40a1-b208-012a8d5c1c19,DCL0221,"Synthetic class generated for school presentation data.",2024-02-04
6cb4da8d-c313-44a5-903b-a7bfd7008d4d,"Demo Accounting Section 222",Accounting,faa261bd-875d-40af-a2c4-dcbf4a077994,DCL0222,"Synthetic class generated for school presentation data.",2024-02-06
e4299aa9-c659-4a71-a75d-1782b22c8622,"Demo Biology Section 223",Biology,b36aa55c-ef9a-47cd-9a53-54d91cc18d26,DCL0223,"Synthetic class generated for school presentation data.",2024-02-08
d468a24f-e683-43d7-8633-3156b06f7772,"Demo Business Section 224",Business,490121e1-b8ef-4a83-ad12-26d6eec55f09,DCL0224,"Synthetic class generated for school presentation data.",2024-02-10
0c75e224-8230-4a6e-8602-dc665ee4d486,"Demo Chemistry Section 225",Chemistry,741da3ef-c28c-466f-a961-a70df134fb09,DCL0225,"Synthetic class generated for school presentation data.",2024-02-12
413864fc-f3ce-48cd-8209-9deb751a6ee6,"Demo Civil Engineering Section 226","Civil Engineering",64aa98f0-01a7-4bf8-884a-eee4e93d9197,DCL0226,"Synthetic class generated for school presentation data.",2024-02-14
00b8afa9-4224-40f3-9abf-2b4699fffcb5,"Demo Computer Science Section 227","Computer Science",6cc46a50-9489-492b-a3b8-30c44219cb0e,DCL0227,"Synthetic class generated for school presentation data.",2024-02-16
8c9b3ebf-03bc-4fc5-8e65-f846e187fc10,"Demo Economics Section 228",Economics,e4375277-c6b6-4827-9af8-312d0d85018a,DCL0228,"Synthetic class generated for school presentation data.",2024-02-18
40684389-f20c-4dc5-a37f-e8eb0c085cbe,"Demo Engineering Section 229",Engineering,9f8c62f2-7569-4f36-a0ec-e7048fab7212,DCL0229,"Synthetic class generated for school presentation data.",2024-02-20
614b829c-a538-488c-bbf9-c6f0c3ecc551,"Demo History Section 230",History,cc32ca25-adb9-4a56-a330-738631fa092b,DCL0230,"Synthetic class generated for school presentation data.",2024-02-22
99ec5e46-207a-4123-8878-f4adeb107f8c,"Demo Information Technology Section 231","Information Technology",0d3c4450-8ced-4ee2-a53b-f92fad102779,DCL0231,"Synthetic class generated for school presentation data.",2024-02-24
db5368e4-4d81-4dcf-a8f1-6ed0766b9eeb,"Demo Literature Section 232",Literature,7c97b844-7f51-4910-9250-7cc682b4d8d6,DCL0232,"Synthetic class generated for school presentation data.",2024-02-26
14e9f933-b837-451c-940f-6d851ff21d38,"Demo Marketing Section 233",Marketing,00b94e3d-99c2-4f4b-87ff-9f7c5d5ae2f8,DCL0233,"Synthetic class generated for school presentation data.",2024-02-28
ea20c1cd-1387-4aa0-bf1a-d2e64ac801b5,"Demo Mathematics Section 234",Mathematics,939ee2e9-3acd-4ec5-8fc5-c946a2b17745,DCL0234,"Synthetic class generated for school presentation data.",2024-03-01
f42e5598-a4b4-477e-a959-3ef9940acdb5,"Demo Mechanical Engineering Section 235","Mechanical Engineering",234465b5-2344-4975-9a09-63e0223b4014,DCL0235,"Synthetic class generated for school presentation data.",2024-03-03
70a6039a-3192-406f-8adb-b8998f93ca72,"Demo Physics Section 236",Physics,3981e2c0-ef97-424b-b74d-f26a79cc3934,DCL0236,"Synthetic class generated for school presentation data.",2024-03-05
a3d59b2b-688d-42f4-8c37-088ee98cd9a4,"Demo Political Science Section 237","Political Science",34ae36f4-7b68-44f3-9ac3-b03918791028,DCL0237,"Synthetic class generated for school presentation data.",2024-03-07
f642cbfb-1e7f-4f13-9e42-d240a9683ada,"Demo Psychology Section 238",Psychology,8f80b859-7889-4ddc-8ba1-474c4aac6ef6,DCL0238,"Synthetic class generated for school presentation data.",2024-03-09
a5583ae8-239d-4dc5-9652-1b33855271a7,"Demo Accounting Section 239",Accounting,fbc07dd9-8fe3-4f2b-afa8-da58f016d089,DCL0239,"Synthetic class generated for school presentation data.",2024-03-11
9c610c76-3f4f-4e8d-806e-e0727de30446,"Demo Biology Section 240",Biology,21d9706f-a15f-44e8-9c14-7b3f0e89bacb,DCL0240,"Synthetic class generated for school presentation data.",2024-03-13
030f91d3-ead1-428f-9a21-f435430f93d3,"Demo Business Section 241",Business,52ee1b41-92c7-47d8-9f0c-782fcaf77796,DCL0241,"Synthetic class generated for school presentation data.",2024-03-15
ab136540-05fe-42c4-a434-dffd6dc3708b,"Demo Chemistry Section 242",Chemistry,b81fc2e0-cd24-43ee-a383-e94d6c167b09,DCL0242,"Synthetic class generated for school presentation data.",2024-03-17
6131115c-3b94-439b-b6e3-a6e9d24bab23,"Demo Civil Engineering Section 243","Civil Engineering",def0db0d-7ba4-4dba-a2d8-1c770d7bca28,DCL0243,"Synthetic class generated for school presentation data.",2024-03-19
9d350c9d-a9bc-49e6-928a-8d6f74e2e8f6,"Demo Computer Science Section 244","Computer Science",47adb195-5408-44e6-90d5-4ffbda87d252,DCL0244,"Synthetic class generated for school presentation data.",2024-03-21
da6f9be2-f5d3-4f38-9563-5c811b0f8aeb,"Demo Economics Section 245",Economics,36ef2f2a-3f8c-4615-adac-3feeb940354c,DCL0245,"Synthetic class generated for school presentation data.",2024-03-23
d89d3cef-0366-484d-9b5c-f8f25b72c4b7,"Demo Engineering Section 246",Engineering,781c1365-f020-4b20-9751-9d8ae4d8e242,DCL0246,"Synthetic class generated for school presentation data.",2024-03-25
eaaadfc0-4a53-4854-aa24-a3e77f5e1be1,"Demo History Section 247",History,61bc748a-8c8a-42f8-b894-542fa6c83041,DCL0247,"Synthetic class generated for school presentation data.",2024-03-27
f2cdeeac-c7b4-42be-9229-b6bedca18455,"Demo Information Technology Section 248","Information Technology",43a485e6-76ad-463c-a06c-0382fcdae57e,DCL0248,"Synthetic class generated for school presentation data.",2024-03-29
0ab446cc-c6b0-461d-a59a-247bfa4c7edf,"Demo Literature Section 249",Literature,750d4144-8a13-4984-92d6-83d02295949e,DCL0249,"Synthetic class generated for school presentation data.",2024-03-31
d434d52a-bf21-4db8-abb4-48f03703fe0f,"Demo Marketing Section 250",Marketing,0dee185d-5a60-4017-a61e-b93b24cf3c17,DCL0250,"Synthetic class generated for school presentation data.",2024-04-02
aa80123d-e9a0-453f-b935-8cf85f7346af,"Demo Mathematics Section 251",Mathematics,5632a71b-e978-4dbb-aa11-26158ce12c06,DCL0251,"Synthetic class generated for school presentation data.",2024-04-04
1502f9d8-cf0b-45fc-835b-8ba0fbe42267,"Demo Mechanical Engineering Section 252","Mechanical Engineering",e0fb5de4-d26e-4374-88ad-a67b3db36ecf,DCL0252,"Synthetic class generated for school presentation data.",2024-04-06
3e736f7e-45d0-4c6b-aa9d-01fa8a6b5ef8,"Demo Physics Section 253",Physics,d949151a-3e23-4b76-a27c-7a4926ca0410,DCL0253,"Synthetic class generated for school presentation data.",2024-04-08
eb343ff1-6c9e-43f8-bc2b-def727057706,"Demo Political Science Section 254","Political Science",4b86333a-a971-45f7-8676-fa09c08136c7,DCL0254,"Synthetic class generated for school presentation data.",2024-04-10
7f1acbf4-0f3a-4587-9d7c-34222c76d105,"Demo Psychology Section 255",Psychology,66e4e22e-4629-4d07-9332-68fa2bb94040,DCL0255,"Synthetic class generated for school presentation data.",2024-04-12
d32c70d4-f360-4f49-86b8-5735833bf8d1,"Demo Accounting Section 256",Accounting,2110bf4d-0b5c-446b-a948-85d1ae75ef59,DCL0256,"Synthetic class generated for school presentation data.",2024-04-14
22233d3c-10a6-4125-b41c-a49649c0ed0c,"Demo Biology Section 257",Biology,e88ed7d2-62a4-4973-9060-e19056d13f41,DCL0257,"Synthetic class generated for school presentation data.",2024-04-16
29501f50-7681-4446-9086-fc586471b450,"Demo Business Section 258",Business,f43e1605-f3cd-4ded-af8a-e78b70146b84,DCL0258,"Synthetic class generated for school presentation data.",2024-04-18
e52a20d9-1d90-42ae-a17b-13cf266516f2,"Demo Chemistry Section 259",Chemistry,5c756700-2b2c-4fb3-bd5a-7314450687eb,DCL0259,"Synthetic class generated for school presentation data.",2024-04-20
43f55e0b-84b1-45a5-9f58-f6317f07d10b,"Demo Civil Engineering Section 260","Civil Engineering",dc28905c-a7f8-48b4-a0dd-e22399c38fbb,DCL0260,"Synthetic class generated for school presentation data.",2024-04-22
50203326-802a-454f-a19b-3e8ddca0774b,"Demo Computer Science Section 261","Computer Science",f39057a9-613c-40da-a0fb-4a39cb833b40,DCL0261,"Synthetic class generated for school presentation data.",2024-04-24
e171ba06-18bb-4b30-b233-fed36ecff0b5,"Demo Economics Section 262",Economics,718b0a96-1606-4a6a-8da1-cbd8a4c07336,DCL0262,"Synthetic class generated for school presentation data.",2024-04-26
69f9560d-ccc0-477a-ae80-c2099938e3bf,"Demo Engineering Section 263",Engineering,71d8e23c-90df-4904-bb01-500b7b569575,DCL0263,"Synthetic class generated for school presentation data.",2024-04-28
ef6efaf8-14ab-4d91-8471-5c93edfa3b58,"Demo History Section 264",History,1841b479-edbd-4f08-98fa-434a9fcf3b6e,DCL0264,"Synthetic class generated for school presentation data.",2024-04-30
62a5001f-9d9d-487a-b520-cd15eedfb262,"Demo Information Technology Section 265","Information Technology",58f52459-b373-4b76-a37b-1efb7e78ba20,DCL0265,"Synthetic class generated for school presentation data.",2024-05-02
c5adf317-01a1-4737-aa2c-55e7ccc8d577,"Demo Literature Section 266",Literature,2a00f872-b66d-42f4-a6aa-5842a86018ea,DCL0266,"Synthetic class generated for school presentation data.",2024-05-04
e7aa6dc3-805c-4c13-9864-4781c37fe067,"Demo Marketing Section 267",Marketing,54a7bbab-9616-4592-ae72-e1bb401562fe,DCL0267,"Synthetic class generated for school presentation data.",2024-05-06
442407f4-6c3b-4ba4-bd4d-1c5bb6ca55bf,"Demo Mathematics Section 268",Mathematics,57bb506b-ba37-4e62-b217-fda883a43abb,DCL0268,"Synthetic class generated for school presentation data.",2024-05-08
12fc8531-6e10-46ef-a428-483a310be945,"Demo Mechanical Engineering Section 269","Mechanical Engineering",0d3dae6c-45c9-4f28-b28c-898055d9724d,DCL0269,"Synthetic class generated for school presentation data.",2024-05-10
2a5cf36c-54b5-4ec8-ab4c-30b32f80cf70,"Demo Physics Section 270",Physics,fbb2a14f-0122-430b-ba06-ad1a4c119bc0,DCL0270,"Synthetic class generated for school presentation data.",2024-05-12
15726594-66c3-49a5-8ee7-f91d45c6e72a,"Demo Political Science Section 271","Political Science",fe53fa5d-e77e-4369-bd37-77c01ae3f5e8,DCL0271,"Synthetic class generated for school presentation data.",2024-05-14
